title,body,date,customer_name,customer_profile_link,verified_purchase,country,image_count,video_count,helpful_count,rating,style_attributes
I Really Love This Product!,"I have maintained a healthy, primarily plant-based diet for several years, but realized I wasn't getting enough protein. Some years ago, my fitness-trainer daughter was a Beach Body rep, and introduced me to Shakeology, which was great, but costly! This protein shake has a similar taste, and it seemed to increase my energy level immediately. Since it was so effective, I reordered two more containers asap. I'm not an Amazon Prime member, and the order I placed on 6/14/2017 wouldn't arrive until 6/24/2017! While waiting for that order, I ended up purchasing a raw vegan brand from a local retailer, containing 23 grams of protein per serving, but my energy level was not the same. Several drug and grocery stores in our area carry Nature's Bounty supplements, but none of them have the protein shake in store. Since my husband had great results, as well, I decided to order even more. Today, 6/23/2017, I ordered 3 additional containers on Walmart's website for $35.55 plus tax, and qualified for 2-day free shipping, which will arrive by 6/27/2017. I've read that Walmart is trying to take back market share, and I seriously don't have a problem with that!",23-Jun-17,Karen Abdul-Salaam,https://www.amazon.com/gp/profile/amzn1.account.AFZOIDJGOKYR6THMNS6JDF5PW5UQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,TRUE,the United States,0,0,2,5 out of 5 stars,{'Flavor Name': 'ChocolateSize: 1 Pound (Pack of 1)'}
Great taste,"The flavor was so delicious. Hard to believe this is good for me. What I didn���t appreciate was trying to open the container. I didn���t want to take off the label but it was connected to the cover. I had to use a knife to finally get it. I will be purchasing this again for sure, in spite of the challenge of getting the top off.",05-Aug-22,Donna H.,https://www.amazon.com/gp/profile/amzn1.account.AEKBBT67IL2I6N4BWLSBRL2AIECA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,TRUE,the United States,1,0,2,5 out of 5 stars,{'Flavor Name': 'Decadent chocolateSize: 1 Pound (Pack of 1)'}
I found my perfect shake!,"I really love this shake! I spent way too much money on Shakeology for more a year but was tired of plunking down $130 a month. I found out there were other similar shakes on the market, so I started trying some. I always looked for ones that are rated well by customers. The first one I tried got thick but was rather tasteless. Then I tried Cote D'Voire, and it tasted good, but was very thin. If I put enough ice in it to thicken it up, it got rather weak-tasting, too. This week I tried Nature's Bounty, and, wow! It's good! and it's thick and creamy! Yum! I put two servings of fruit and one of vegetables in my morning shake-half a banana, a half-cup of berries or pineapple, and as much spinach or kale as I can cram into the smoothy machine and add some dried peanut butter. This shake tastes like a real chocolate shake I ordered from Dairy Queen or something with chocolate, peanut butter and banana (I used to drink stuff like that and not gain weight!), but this whole thing has, like, 200 calories and is GOOD FOR ME.",09-Mar-17,M. Mcfalls,https://www.amazon.com/gp/profile/amzn1.account.AFZS3NLXHZPBI2RC4UWNYJQAILXA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,TRUE,the United States,0,0,3,5 out of 5 stars,{'Flavor Name': 'ChocolateSize: 1 Pound (Pack of 1)'}
Love this product,I feel better and it makes breakfast easy. Love adding some frozen fruit too.,06-Aug-23,Amazon Customer,https://www.amazon.com/gp/profile/amzn1.account.AHREIBHIOLRJB4EYU4WLPNEDANHA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,TRUE,the United States,0,0,1,5 out of 5 stars,{'Flavor Name': 'VanillaSize: 1 Pound (Pack of 1)'}
Returning customer,"Update: The not terrible but not very exciting chocolate taste to this protein powder had me avoiding it for several days. I starting looking for another protein powder that would get me excited to drink in the morning. The one I was looking at is roughly $20 something with shipping adding up to almost $30 something. I was thinking so hard on how much I didn���t want to spend this much money on another possible fail of a protein powder that cost $40 or more. I looked at my hardly touched nature���s bounty complete protein & vitamin shake mix and thought ���how can you make this more exciting and taste worthy for you to crave it in the morning without the sugars of tons of fruit?��� I didn���t need to be overly sweet. The sweetness was completely fine which is why I didn���t want to ruin it with sugary fruits. I just wanted a deeper chocolate taste. With the nature���s bounty powder I included around 1-2 teaspoons of raw cacao powder and maybe 2 teaspoons or more (I eyeballed it����) of cinnamon. Blended it with almond milk, no sea moss gel this time and WOW! This was so good and something I can definitely look forward to drinking every morning. I got a deeper chocolate taste without extreme amounts of added sugar. Some may say fruit has good natural sugar but I just didn���t want it nor did I want to have ANY fruit taste I just wanted straight chocolate taste. It still has a ever so slight chalky texture but as I said before it���s tolerable compared to most. I felt like this compo kept me fuller a little longer. Now I know for sure I���ll be a returning customer of this product as long as the price and ingredients stay the same.

Original review: I mean...the taste is pretty good compared to what other protein powders taste like! Not going to lie, it has a very slight grainy/chalky texture but it���s not terrible at all. It could blend better. The taste is very similar to the chocolate Slimfast shake, which I love but I felt like the Slimfast didn���t offer enough or any at all dietary/nutritional benefits. I must say that the slimfast taste better though, but it could be cause it has added sugar. Though the nature���s bounty protein powder isn���t terrible tasting it���s a bit boring and I can tell it might not be a powder that I look forward to or get excited about every morning. The chocolate taste is just kinda faint and bland. I���m trying to lose weight and this brand and protein shake was the only one I found that was beneficial, decently tasty, VERY affordable, low in sugar, low in calories! I wish it was vegan but oh well. I had this shake with almond milk and some sea moss gel. I know it���s not a vegan option nor is it the most clean and organic but you can���t beat the price and the reviews seem pretty consistent on being good. I���m not sure if it���s considered or qualified to be a meal replacement but it���ll do. I���d like to mention I���m hypoglycemic and this shake was a great pick me up! It gave me a fast boost until I could make a full meal. It smells delicious. I���ll be buying again! Please keep the price low. I���m tired of seeing a beneficial protein powder come out to be $40 plus. Only for it to not taste that good.",10-Apr-21,Jazzy T,https://www.amazon.com/gp/profile/amzn1.account.AHD6O6BJBJUYW2XR6XTMWJPAWY2A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,TRUE,the United States,0,0,11,4 out of 5 stars,{'Flavor Name': 'ChocolateSize: 1 Pound (Pack of 1)'}
Protein drink,Easy to mix and blend with yogurt,30-Mar-24,Karen Bennett,https://www.amazon.com/gp/profile/amzn1.account.AG7GPX6SJB3SPGFPOQ4ASSRAUUIA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,TRUE,the United States,0,0,0,4 out of 5 stars,{'Flavor Name': 'Decadent chocolateSize: 1 Pound (Pack of 1)'}
Good,Good stuff! I like that it has the vitamins and minerals; Just wish it had more protein content.,29-Feb-24,T. Sanders,https://www.amazon.com/gp/profile/amzn1.account.AGFEEEX2J2OFPAWKGZTCPCX7B5JA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,TRUE,the United States,0,0,0,4 out of 5 stars,{'Flavor Name': 'Decadent chocolateSize: 1 Pound (Pack of 1)'}
It tastes way better than most,I blend this with almond milk and water and it actually tastes pretty good. I have spent a lot of money on a lot of different protein powders that taste like medicine they were so awful! I'm going to stick with this one and the price is super reasonable!l.,10-Feb-24,Monkey-sue,https://www.amazon.com/gp/profile/amzn1.account.AHTFSZC55Q2CLGUMIU5VVNGBMZGA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,TRUE,the United States,0,0,2,4 out of 5 stars,{'Flavor Name': 'Decadent chocolateSize: 1 Pound (Pack of 1)'}
Love it,"I use this all the time. The taste is amazing. It doesn't have that protein aftertaste. I mix it with almond or oat milk so it doesn't foam. It gets a little thicker from the collegn in it if you let it sit. I add flax meal, cinnamon, cocoa at times. I drink it twice a day with a dinner and snacks. It makes things easy and I have had tons of protein and this is my favorite. I'm only giving it 4 stars because sometimes it gets really pricey then drops some again. But I come back to it ultimately because of the taste",22-Dec-23,B.w,https://www.amazon.com/gp/profile/amzn1.account.AF6DCT7WEPVEUOETIIC4CN73LRGQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,TRUE,the United States,0,0,3,4 out of 5 stars,{'Flavor Name': 'Decadent chocolateSize: 1 Pound (Pack of 1)'}
"I LOVE THIS STUFF ! ���� Have a subscription every 8 wks, never had an issue (until now.)","The chocolate flavor is REALLY good. Has so many vitamins, minerals, a digestive blend & even a little collagen. You'd never know this stuff was GOOD for you, LoL. I dont take it for weight management - So if you want to try this for the TASTE, added VIT/MIN, DIGESTIVE help and collagen - put 2 scopps of ice cream in and its sooooooo good. (I use coffee or vanilla, and put 8 Oz milk into my Blend jet 2 for 2 cycles - but do it how ya want. Just saying that its amazing this way.)

I CAN buy it at local store for same price but was nice to have it delivered exactly when I was running out. Until August order lol...... some reason it was supposed to arrive Monday Aug 7 & was delayed. It happens no biggie. Have had plenty of things delayed 1 - 3 days. But then the days went by & still never got it. (And I was out of my own supply by Wed.) Thurs...Fri...Sat....Sun....Mon...Tues...it's now the 15th so cancelled order.

Its an ""Amazon.com"" delivery & not blaming them per say, think might be the post office losing package. Because it says it was picked up. Then I got delayed message on Monday Aug 7. Waited all week and no other movement. Which is really wierd. Waited through the weekend and until Tues the next week (Today.) Just said screw it. I gota go to store, Been without it too long, LoL",15-Aug-23,Jessica S.,https://www.amazon.com/gp/profile/amzn1.account.AH35NQNDHEEVSDK345TGKVTCYJZQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,TRUE,the United States,0,0,11,4 out of 5 stars,{'Flavor Name': 'Decadent chocolateSize: 1 Pound (Pack of 1)'}
Easy to use,Fast & beneficial,13-Feb-24,Amazon Customer,https://www.amazon.com/gp/profile/amzn1.account.AGHZF4JF7RI6O42HBPTFYS5HRFIA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,TRUE,the United States,0,0,0,4 out of 5 stars,{'Flavor Name': 'VanillaSize: 1 Pound (Pack of 1)'}
"Excellent, but typical in some ways.","I'm not a breakfast person but I'm trying to lose weight and need a morning kickstart and nutrients for my day. This is definitely low cal enough. It for sure has all the vitamins needed and more. The typical is mainly the flavor and sweetness. I'm looking for something that doesn't feel substantial in the morning and even in water (rather than suggested milk) feels heavy... it's typical of shakes... it's fine. Also it is very sweet rather than subtly sweet. I'd love a company to flavor their shakes based on flavor rather than sugar (sweetener) count! I always feel like they are trying to cover up a not great flavor by making it so sweet. But again, that's typical and every company out there seems to do one or the other - super nutrients (and taste meh) or good flavor (and not quite perfect in the nutrients) rather than both.

Ultimately I'll buy this again!",04-Jul-23,Christine S.,https://www.amazon.com/gp/profile/amzn1.account.AF3BYXKL5R66UVUYM4ZYH7HEBX6A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,TRUE,the United States,0,0,13,4 out of 5 stars,{'Flavor Name': 'VanillaSize: 1 Pound (Pack of 1)'}
